zts1e	Nowy przedmiot
zts456e	Wró¿ka œwiat³a rozwija siê do poziomu 70.[n] Nie mo¿na wymieniaæ z innymi graczami![n][n]
zts457e	Turik
zts458e	Wró¿ka mroku rozwija siê do poziomu 70.[n] Nie mo¿na wymieniaæ z innymi graczami![n][n]
zts459e	Du¿a Sellaim
zts460e	Du¿a Woondine
zts461e	Du¿a Eperial
zts462e	Du¿a Turik
zts463e	Amulet B³ogos³awieñstwa
zts465e	Amulet Ochrony
zts467e	Amulet Wzmocnienia
zts468e	Potrafi ulepszyæ wyposa¿enie na ustalonym poziomie. [n] nie chroni jednak przed zniszczeniem.Do ochrony przed zniszczeniem potrzebujesz dodatkowego wyposa¿enia czyli zwoju ochrony. Przewa¿nie u¿ywany dla broni i wyposa¿enia [n] (mo¿e byæ u¿ywany trzy razy). [n][n]
zts469e	Per³a Zwierzaka
zts470e	Za pomoc¹ tego przedmiotu umieœcisz[n]swojego NosKumpla w perle[n], któr¹ mo¿esz przechowywaæ w ekwipunku[n]lub magazynie.[n]NosKumpli, których umieœci³eœ w perle mo¿esz wymieniaæ ich z innymi graczami.[n][n]Instrukcja:[n]Wybierz NosKumpla[n] i kliknij[n]dwa razy na per³ê.[n][n]Wskazówka:[n]Przez umieszczenie NosKumpla w perle, utracisz jego imiê.[n]Jeœli NosKumpel ma poziom wy¿szy od Twojego, [n]mo¿esz go zostawiæ w Minilandzie, jednak[n]nie mo¿esz go zabraæ ze sob¹ na misje.[n][n]
zts471e	Per³a partnera
zts472e	Za pomoc¹ tego przedmiotu umieœcisz[n]swojego partnera w perle[n], któr¹ mo¿esz przechowywaæ w ekwipunku[n]lub magazynie.[n]Partnerów, których umieœci³eœ w perle mo¿esz wymieniaæ ich z innymi graczami.[n][n]Instrukcja:[n]Wybierz NosKumpla[n] i kliknij[n]dwa razy na per³ê.[n][n]Wskazówka:[n]Przez umieszczenie partnera w perle, utracisz jego imiê.[n]Jeœli partner ma poziom wy¿szy od Twojego, [n]mo¿esz go zostawiæ w Minilandzie, jednak[n]nie mo¿esz go zabraæ ze sob¹ na misje.[n][n]
zts473e	Pojemnik na Karty Specjalisty
zts474e	S³u¿y do przechowywania karty specjalisty.[n]Mo¿na wymieniaæ miêdzy graczami.[n][Jak u¿ywaæ][n]Najpierw za³ó¿ kartê specjalisty do przechowania.[n]Nastêpnie kliknij dwa razy na pojemnik do przechowywania. Karta zostanie od ciebie uwolniona i umieszczona w pojemniku.[n]Jeœli zechcesz j¹ wyj¹æ, ponownie kliknij dwa razy na pojemnik.[n][Wskazówka][n]Jeœli masz jakieœ punkty umiejêtnoœci na karcie specjalisty, musisz je najpierw zu¿yæ, zanim bêdziesz móg³ umieœciæ kartê w pojemniku.[n]Jeœli usuniesz z pojemnika kartê, ten nastêpnie zniknie.[n][n]
zts475e	Amulet otwarcia NosMarketu
zts476e	Scrammer
zts477e	Kriss
zts478e	Kusza Winslet
zts479e	Kusza Balenty
zts480e	Miotacz zaklêæ Plaz
zts481e	Miotacz zaklêæ œwiat³a
zts482e	Spojrzenie stra¿nika
zts483e	Bryzowy krok
zts484e	Odwa¿ny obroñca
zts485e	Wspania³y obroñca
zts486e	Flamberge
zts487e	Kryje w sobie si³ê zdolna zadawaæ du¿e obra¿enia [n][n]
zts488e	£uk mocy
zts489e	Zadaje du¿e obra¿enia niektórym potworom, dziêki potê¿nej mocy[n][n]
zts490e	Magiczna ró¿d¿ka Kai
zts491e	Noszona przez wybitnych magów
zts492e	Pude³ko rajdu
zts493e	Co znajduje siê w tej skrzyni? SprawdŸ klikaj¹c na niej dwa razy. Jeœli w skrzyni znajduje siê wyposa¿enie bêdzie ono mia³o taki sam poziom unikalnoœci jak skrzynia.[n][n]
zts494e	Antyczny naszyjnik Oriharcon
zts495e	Szlachetny naszyjnik Oriharcon
zts496e	Antyczny pierœcieñ Oriharcon
zts497e	Szlachetny pierœcieñ Oriharcon
zts498e	Antyczna bransoletka Oriharcon
zts499e	Szlachetna bransoletka Oriharcon
zts500e	Antyczny kryszta³owy naszyjnik
zts501e	Antyczny kryszta³owy pierœcieñ
zts502e	Antyczna kryszta³owa bransoletka
zts503e	Antyczny diamentowy naszyjnik
zts504e	Antyczny diamentowy pierœcieñ
zts505e	Antyczna diamentowa bransoletka
zts506e	Ogniste rêkawice
zts507e	Sztormowe rêkawice
zts508e	Boskie rêkawice
zts509e	Rêkawice œmierci
zts510e	Ogniste buty
zts511e	Buty fali
zts512e	B³yszcz¹ce buty
zts513e	Buty cienia
zts514e	Czerwony pierœcieñ Radal
zts515e	Jeden z pierœcieni, który znajdowa³ siê w posiadaniu Radal za jego ¿ycia. Przedmiot ten jest u¿ywany w wa¿nych misjach.[n][n]
zts516e	B³êkitny pierœcieñ Radal
zts517e	Nierozpuszczalne rêkawice
zts518e	Bardzo odporny na kwas, [n] rzadko siê utlenia [n][n]
zts519e	Antyczny z³oty naszyjnik
zts520e	Szlachetny z³oty naszyjnik
zts521e	Srebrny pierœcieñ
zts522e	Modna bransoletka
zts523e	Antyczny naszyjnik Mano
zts524e	Antyczny pierœcieñ Mano
zts525e	Antyczna bransoletka Mano
zts526e	Dobry naszyjnik Mano
zts527e	Dobry pierœcieñ Mano
zts528e	Dobra bransoleta Mano
zts529e	Luksusowa bransoleta Mano
zts530e	Naszyjnik kociego oka
zts531e	Pierœcieñ kociego oka
zts532e	Bransoleta kociego oka
zts533e	Szlachetny naszyjnik Kocie Oko
zts534e	Szlachetny pierœcieñ Kocie Oko
zts535e	Szlachetna bransoletka Kocie Oko
zts536e	Luksusowy naszyjnik Kocie Oko
zts537e	Luksusowa bransoletka Kocie Oko
zts538e	Kryszta³owy naszyjnik
zts539e	Kryszta³owy pierœcieñ
zts540e	Kryszta³owa bransoletka
zts541e	Szlachetny kryszta³owy naszyjnik
zts542e	Szlachetny kryszta³owy pierœcieñ
zts543e	Szlachetna kryszta³owa bransoletka
zts544e	Luksusowy kryszta³owy pierœcieñ
zts545e	Luksusowa kryszta³owa bransoletka
zts546e	Diamentowy naszyjnik
zts547e	Diamentowy pierœcieñ
zts548e	Diamentowa bransoletka
zts549e	Szlachetny diamentowy naszyjnik
zts550e	Szlachetny diamentowy pierœcieñ
zts551e	Szlachetna diamentowa bransoletka
zts552e	Luksusowy diamentowy naszyjnik
zts553e	Luksusowy diamentowy pierœcieñ
zts554e	Luksusowa diamentowa bransoletka
zts555e	Lekkie rêkawice
zts556e	Trwa³e i zarazem lekkie rêkawice [n] lekko poprawiaj¹ unik [n][n]
zts557e	Jedwabne rêkawice
zts558e	Delikatne i luksusowe rêkawice przepe³nione magi¹ [n] Zwiêkszaj¹ si³ê ataku magii [n][n]
zts559e	Magiczne rêkawice
zts560e	Wype³nione magia, zwiêkszaj¹ PM [n][n]
zts561e	Jasne rêkawice
zts562e	Posiadaj¹ wiêksz¹ obronê przed atakami z bliskiej odleg³oœci ni¿ inne rêkawice.[n][n]
zts563e	Szybkie rêkawice
zts564e	Nie posiadaj¹ ¿adnej odpornoœci no wiatr [n][n]
zts565e	Bojowe rêkawice
zts566e	Obrona przed bliskim atakami lepsza ni¿ u innych [n][n]
zts567e	Rêkawice z ³añcuchami
zts568e	Bardzo popularne wœród wojowników [n][n]
zts569e	B³yskawiczne rêkawice
zts570e	Lekkie buty
zts571e	Lekkie buty siêgaj¹ce do kostek [n][n]
zts572e	Szybkie buty
zts573e	Zwiêkszaj¹ tylko twoja szybkoœæ, obrony ju¿ nie
zts574e	Buty z ³añcuchami
zts575e	Buty zapewniaj¹ce ca³kiem dobr¹ obronê [n][n]
zts576e	Futrzane buty
zts577e	S¹ wykonane ze skóry starego diab³a [n] Absorbuj¹ magiczne ataki [n][n]
zts578e	Stalowe buty
zts579e	Buty obrony
zts580e	Buty wiatru
zts581e	Buty z ciê¿kiej stali
zts582e	Rêkawice kucharskie
zts583e	Chroni¹ twoje rêce przed gor¹cymi obiektami [n][n]
zts584e	B³yszcz¹ce rêkawice
zts585e	Chronione przez ducha œwiat³a [n][n]
zts586e	Rêkawice wiatru
zts587e	Daj¹ uczucie jakby delikatna bryza muska³a rêce. [n] Posiadaj¹ moc uniku [n][n]
zts588e	Rêkawice odpornoœci
zts589e	Rêkawice mroku
zts590e	Przepe³niony energi¹ mroku [n][n]
zts591e	Czarne buty
zts592e	Buty wody
zts593e	Maj¹ dodatkow¹ odpornoœæ na wodê [n][n]
zts594e	Poplamione buty
zts595e	Wype³nione energi¹ œwiat³a [n][n]
zts596e	Ogniste buty
zts597e	Przepe³nione energi¹ ognia [n][n]
zts598e	Buty g³êbokiego morza
zts599e	Otoczone energi¹ mroku [n] Zwiêkszaj¹ odpornoœæ na œwiat³o [n][n]
zts600e	Wró¿ka ognia
zts601e	[Umiejêtnoœci wró¿ki danego elementu] Im d³u¿ej pos³ugujesz siê wró¿k¹ w walce, tym bardziej wzrasta energia jej elementu [n] Si³a elementu zwiêksza si³ê ataku. [n] Wró¿kê tê mo¿na rozwin¹æ do poziomu 50.[n][n]
zts602e	Wró¿ka wody
zts603e	Wró¿ka œwiat³a
zts604e	Wró¿ka mroku
zts605e	Karta pi¿amy
zts606e	Hey!! Cieszmy siê ¿yciem. [n] Dlaczego jesteœ taki zmartwiony? Korzystaj z ¿ycia [n][n]
zts607e	Karta ¯elaznego Wojownika
zts608e	Karta Specjalisty - element ognia[n][n]Dziêki sile miecza w³adaj¹ polem bitwy. Ognisty styl walki tych œmia³ych wojowników zapewnia im przewagê w bliskiej walce nad wszystkimi przeciwnikami.[n][n]
zts609e	Karta Samuraja
zts610e	Karta Specjalisty - element wody[n][n]Oczy tego wojownika s¹ przepe³nione nienawiœci¹. Cokolwiek stanie mu na drodze, zostanie œciête ostr¹ kling¹ jego potê¿nego miecza.[n][n]
zts611e	Karta Myœliwego
zts612e	Karta Specjalisty - element wody[n][n]Rozpoczyna bitwê zalewaj¹c swoich przeciwników œmiertelnym gradem strza³. Dziêki niebywa³ej szybkoœci wróg nie ma nawet czasu aby zareagowaæ na atak.[n][n]
zts613e	Karta Zabójcy
zts614e	Karta Specjalisty - element mroku[n][n]Za mask¹ skrywa siê okrutny i z³y wojownik, o duszy przepe³nionej nienawiœci¹. Przeciwnicy znajduj¹cy siê blisko niego nigdy nie powinni traciæ go z oczu.[n][n]
zts615e	Karta Czerwonego Maga
zts616e	Karta Specjalisty - element ognia[n][n]Mag ten nosi symbol zniszczenia i zag³ady. Swoj¹ destrukcyjn¹ moc otrzymuj¹ dziêki najpotê¿niejszym zaklêciom ognia.[n][n]
zts617e	Œwiêty Mag PS
zts618e	Karta Specjalisty - element œwiat³a[n][n]Stra¿nik œwiat³a, przykazañ i równowagi. Ten m¹dry mag pod¹¿a zgodnie z wol¹ Erania i korzysta z mocy dobra aby pokonaæ swoich przeciwników.[n][n]
zts619e	Miecz partnera
zts620e	£uk partnera
zts621e	Ró¿d¿ka partnera
zts622e	Opancerzenie dla partnera (magia)
zts623e	Opancerzenie partnera (walka d³ugodystansowa)
zts624e	Opancerzenie dla partnera (walka wrêcz)
zts625e	DŸwignia (przed)
zts626e	Stara skrzynia
zts627e	Ma³y eliksir ¿ycia
zts628e	Regeneruje gracza i NosKumpla [n][n]
zts629e	Œredni eliksir ¿ycia
zts630e	Du¿y Eliksir ¯ycia
zts631e	Ma³y eliksir many
zts632e	Œredni eliksir many
zts633e	Du¿y Eliksir Many
zts634e	Ma³y kompletny eliksir
zts635e	Œredni Kompletny Eliksir
zts636e	Du¿y Eliksir Odnowy
zts637e	Olbrzymi eliksir odnowy
zts638e	Ziarno Mocy
zts639e	Mo¿na u¿yæ w nastêpuj¹cych sytuacjach: [n] 1. Aby po wskrzeszeniu wróciæ do miejsca œmierci (10 Ziaren Mocy) [n] 2. Aby wejœæ do czasoprzestrzeni (podana iloœæ) [n] 3. Aby wskrzesiæ NosKumpla po œmierci (5 Ziaren Mocy) [n] 4. Podczas misji, by j¹ przerwaæ w Kamieniu Czasoprzestrzeni (5 Ziaren Mocy) [n][n]
zts640e	Kamieñ Gillion
zts641e	Musi zostaæ uszlachetniony, aby pozyskaæ Kamieñ Duszy, Cellon i Kryszta³[n]Aby dokonaæ uszlachetnienia, musisz zakupiæ uszlachetniaæ i go klikn¹æ dwa razy.[n][n]
zts642e	Proszek Cella
zts643e	Wymagany w nastêpuj¹cych przypadkach [n] 1. W celu ulepszenia wyposa¿enia[n]2. Ulepszenia Kamienia Duszy, Cellonu i Kryszta³u[n][n]
zts644e	Kamieñ duszy
zts645e	U¿ywany do ulepszenia wyposa¿enia [n] Mo¿e byæ uk³adany od +1 do +5
zts646e	Kompletny kamieñ duszy
zts647e	Stosuje siê do ulepszania wyposa¿enia [n] Dzia³a na poziomie +6 do +10
zts648e	Cellon poziom 1
zts649e	Dodaje opcje 1 poziomu do akcesoriów
zts650e	Cellon poziom 2
zts651e	Dodaje opcje 2 poziomu do akcesoriów
zts652e	Cellon poziom 3
zts653e	Dodaje opcje 3 poziomu do akcesoriów
zts654e	Cellon poziom 4
zts655e	Dodaje opcje 4 poziomu do akcesoriów
zts656e	Cellon poziom 5
zts657e	Dodaje opcje 5 poziomu do akcesoriów
zts658e	Cellon poziom 6
zts659e	Dodaje opcje 6 poziomu do akcesoriów
zts660e	Cellon poziom 7
zts661e	Dodaje opcje 7 poziomu do akcesoriów
zts662e	Cellon poziom 8
zts663e	Dodaje opcje 8 poziomu do akcesoriów
zts664e	Cellon poziom 9
zts665e	Dodaje opcje 9 poziomu do akcesoriów
zts666e	Cellon poziom 10
zts667e	Dodaje opcje 10 poziomu do akcesoriów
zts668e	Piasek z Rzeki Grzmotów
zts669e	Podstawowy sk³adnik niezbêdny do produkcji ró¿nych przedmiotów[n][n]
zts670e	Kryszta³ Nowego Ksiê¿yca
zts671e	U¿ywany w Minilandzie [n] mo¿e rozpadaæ siê w ma³e krystaliczne kawa³ki [n]U¿yty [klejnot,Cellon lub narzêdzie do produkcji kryszta³ów] [n][n]
zts672e	Kryszta³ Pó³ksiê¿yca
zts673e	U¿yty w MiniLandzie [n][n]
zts674e	Kryszta³ Pe³ni Ksiê¿yca
zts675e	Czerwony fragment kryszta³u
zts676e	Potrzebny do produkcji [n][n]
zts677e	Fragment b³êkitnego kryszta³u
zts678e	Fragment bia³ego kryszta³u
zts679e	Fragment czarnego kryszta³u
zts680e	Narzêdzia poszukiwacza przygód
zts681e	S³u¿¹ do produkcji wyposa¿enia przeznaczonego dla poszukiwaczy przygód [n] Kliknij dwa razy [n] aby zobaczyæ listê [n][n]
zts682e	Uszlachetniacz - Kamieñ Duszy
zts683e	U¿ywaj kamienia Gillion razem, aby dostaæ Cella-Puder i klejnot dusz. [n] Cella-Puder i klejnoty dusz s¹ u¿ywane do ulepszenia broni/wyposa¿enia [n] Podwójny klik aby u¿yæ [n][n]
zts684e	Uszlachetniacz Cellonu
zts685e	U¿ywaj kamienia Gillion, aby otrzymaæ Cella-Puder i Cellon. [n]Cella-Puder jest u¿ywany do ulepszenia broni i wyposa¿enia. [n] Aby u¿yæ: podwójny klik. [n][n]
zts686e	Uszlachetniacz kryszta³ów
zts687e	U¿ywaj kamienia Gillion razem, aby otrzymaæ Cella-Puder i kryszta³. [n] Cella-Puder jest u¿ywany du ulepszenia broni [n] Kryszta³ jest u¿ywany do Mini-Kraju i produkcji [n] Aby u¿yæ: podwójny klik [n][n]
zts688e	Narzêdzia wojownika
zts689e	Wytwarza przedmioty, które mo¿e u¿yæ wojownik [n]Kliknij dwa razy, aby zobaczyæ listê[n][n]
zts690e	Narzêdzia ³ucznika
zts691e	Wytwarza przedmioty, które mo¿e u¿yæ ³ucznik[n] Kliknij dwa razy, aby zobaczyæ listê[n][n]
zts692e	Narzêdzia maga
zts693e	Wytwarza przedmioty, które mo¿e u¿yæ mag[n] Kliknij dwa razy, aby zobaczyæ listê[n][n]
zts694e	Zwyczajna skrzynia
zts695e	Luksusowa skrzynia
zts696e	Tajemnicza skrzynia
zts697e	DŸwignia (po)
zts698e	Z³oto
zts699e	Narzêdzia do produkcji akcesoriów
zts700e	Produkuje ró¿ne akcesoria[n]Kliknij dwa razy, aby zobaczyæ listê[n][n]
zts701e	Tajemnicza kryszta³owa kula (Przed)
zts702e	Tajemnicza kryszta³owa kula (Po)
zts703e	Bonusowa skrzynia
zts704e	Przycisk (przed)
zts705e	Przycisk (po)
zts706e	Drewniana dŸwignia (przed)
zts707e	Drewniana dŸwignia (po)
zts708e	Pos¹g diab³a (przed)
zts709e	Pos¹g diab³a (po)
zts710e	Zapieczêtowany klucz
zts711e	Materia³y badawcze Duke
zts712e	S¹ to materia³y badane przez wielkiego maga [n] Cel nie znany [n][n]
zts713e	Artefakt
zts714e	Zwiêksza si³ê ataku
zts715e	Zwiêksza si³ê obrony
zts716e	Zwiêksza obronê bliskozasiêgow¹
zts717e	Zwiêksza obronê dalekozasiêgow¹
zts718e	Zwiêksza obronê magiczn¹
zts719e	Nieskoñczone PM
zts720e	Super energia
zts721e	Skrzynia do odpoczynku
zts722e	Przypadkowy efekt
zts723e	Ponowne narodziny NosKumpla
zts724e	Przyspieszaæ
zts725e	Potê¿na pow³oka
zts726e	Narzêdzia do klejnotów
zts727e	Perfekcyjne ulepszenie do klejnotów dusz, ulepsza Cellon na ka¿dym poziomie [n] Ulepszenie kryszta³u jest mo¿liwe [n][n]
zts728e	Narzêdzia do materia³ów
zts729e	Ulepsza jakoœæ surowych produktów, [n] takich jak dr¹¿ki metalowe, drewno i skora. [n][n]
zts730e	Kapsu³ka zdrowia
zts731e	Klik MiniLand
zts732e	Bardzo du¿y, kompletnie przywracaj¹cy do ¿ycia napój
zts733e	Specjalna karta
zts734e	£adowarka PS
zts735e	Daje 10.000 dodatkowych punktów przy Specjalnych Punktach [SP] [n][n]
zts736e	Uzupe³nienie punktów Land
zts737e	Szybki Kamieñ Czasu
zts738e	Kosz piknikowy
zts739e	Do trzech ludzi mo¿e tañczyæ [n][n]
zts740e	Grill
zts741e	Do oœmiu ludzi mo¿e tañczyæ [n][n]
zts742e	Narzêdzia do rêkawiczek i butów
zts743e	Ma³y drogowskaz
zts744e	Ustaw dla innych jeden ma³y drogowskaz, aby mogli odwiedzaæ twój MiniLand. [n] Wygl¹da trochê tanio [n][n]
zts745e	Du¿y drogowskaz
zts746e	Ustaw dla innych jeden High-End drogowskaz, aby mogli odwiedzaæ twój MiniLand. [n] Ma formê domu i wygl¹da dobrze [n][n]
zts747e	Dziki kwiat dŸwiêku
zts748e	Kwiat DŸwiêku
zts749e	Rozpocznij zadanie - Kwiat DŸwiêku [n][n]
zts750e	Nagroda w z³ocie
zts751e	Na zakoñczenie mo¿esz otrzymaæ pewna sumê z³ota [n][n]
zts752e	Nagroda doœwiadczenia
zts753e	Zdob¹dŸ okreœlon¹ iloœæ punktów doœwiadczenia po zakoñczeniu[n][n]
zts754e	Nagroda w postaci doœwiadczenia w profesji
zts755e	Zdob¹dŸ okreœlon¹ iloœæ punktów doœwiadczenia w profesji po zakoñczeniu[n][n]
zts756e	Okrzyk nagroda
zts757e	Po zakoñczeniu, otrzymasz pewna iloœæ presti¿u
zts758e	Fragment kamienia czasoprzestrzeni (Grupa)
zts759e	Kliknij dwa razy, aby sprawdziæ misjê [n][n]
zts760e	Fragment kamienia czasoprzestrzeni (jedna osoba)
zts761e	Kliknij dwa razy, aby sprawdziæ misjê [n][n]
zts762e	Fragment kamienia czasoprzestrzeni (Rajd)
zts763e	Fragment kamienia czasoprzestrzeni (polowanie)
zts764e	Fragment kamienia czasoprzestrzeni (Laboratorium)
zts765e	Zwiêksza siê iloœæ punktów
zts766e	Tajemnicza skrzynia?
zts767e	Kurze pierze
zts768e	Niebieska Kostka
zts769e	Opustosza³a czaszka
zts770e	¯o³nierze paj¹ki - Czêœæ 2
zts771e	Czasoprzestrzeñ do zdobycia pieczêci Olbrzymiego Czarnego Paj¹ka [n] Poziom: 60-69 [n] Z tym mo¿esz wejœæ od razu [n][n]
zts772e	Strój dla Bob
zts773e	Kliknij partnera, potem kliknij dwukrotnie na skórê[n]Daje nowy wygl¹d.[n]Szybkoœæ partnera zostaje zwiêkszona o 2[n]Uwa¿aj, aby nie schowaæ go do per³y, w przeciwnym razie skóra zniknie[n][n]
zts774e	Wiêzi przesz³oœci - czêœæ 2
zts775e	Czasoprzestrzeñ do zdobycia pieczêci ¿eñ-szenia.[n]Limit poziomu: 40-49[n]Z tym przedmiotem mo¿esz od razu wejœæ.[n]
zts776e	Wiêzi przesz³oœci - czêœæ 3
zts777e	Ciasto
zts778e	Ciasto z okazji do¿ynek.[n]Zbierz 10 takich przedmiotów i zanieœ do Mimi Mentor, aby otrzymaæ skarb.[n][n]
zts779e	N (Event)
zts780e	Zwiêksza stopniowo HP i MP o 2.000 [n] N.O.S! Jeœli zbierzesz wszystkie przedmioty, mo¿esz otrzymaæ jeden przedmiot w nagrodê. [n] Ten przedmiot zniknie po zakoñczeniu wydarzenia [n] (21 listopad jest ostatnim dniem wydarzenia) [n][n]
zts781e	O (Event)
zts782e	Zwiêksza punkty doœwiadczenia walki o 10% na 10 minut [n] (Jeœli charakter umrze, zostanie ten efekt wywo³any) [n] N.O.S! Jeœli zebra³eœ wszystkie obiekty/przedmioty, otrzymasz jeden przedmiot w nagrodê. Ten przedmiot zniknie po zakoñczeniu tego wydarzenia [n] (21 listopad jest ostatnim dniem wydarzenia) [n][n]
zts783e	S (Event)
zts784e	Przez 10 minut zwiêksza si³ê ataku o 20% [n] (Jeœli zginiesz efekt zniknie) [n] N.O.S.! Jeœli zbierzesz wszystkie przedmioty dostaniesz dodatkowy prezent. [n] Przedmiot ten znika po zakoñczeniu Eventu [n] (Ostatni dzieñ Eventu to 21 listopada) [n][n]
zts785e	! (Event)
zts786e	Jeœli u¿yjesz ten przedmiot gdy na zewn¹trz znajduje siê tylko jeden z N.O.S, [n] to SP wzroœnie do 10.000 [n] i otrzymasz dodatkowy przedmiot. [n] Przedmiot ten znika po zakoñczeniu Eventu [n] (Ostatni dzieñ Eventu to 21 listopada) [n][n]
zts787e	Materia³y badawcze Duke
zts788e	Materia³y badawcze Duke [n] Bardzo trudny tekst akademicki [n] i dlatego nie jest w pe³ni zrozumia³y [n][n]
zts789e	Lilia czystoœci
zts790e	Karta - natychmiastowego przywrócenia PS
zts791e	Medal Erenii
zts792e	[G³ówny efekt] [n] Zwiêksza pojemnoœæ ka¿dego z ekwipunków o 8, w sumie 24, [n] Jeœli zastosujesz razem z Medalem Poszukiwacza Przygód zyskasz 32 miejsca [n] [Dodatkowy efekty] [n] Zwiêksza zdobywane doœwiadczenie o 15%, równie¿ o 15% zwiêksza iloœæ zdobywanych punktów profesji. [n] Doœwiadczenie zdobywane przez twojego zwierzaka i partnera tak¿e jest zwiêkszone o 15%. (Jeœli u¿yjesz Medal Poszukiwacza Przygód to wzroœnie o 30%) [n] Iloœæ zdobywanego z³ota wzrasta o 20%. Zdobywana reputacja wzrasta o 20%. [n] [Uwaga] Gdy skoñczy siê czas nie mo¿esz zabraæ przedmiotów znajduj¹cych siê w dodatkowej przestrzeni,[n] dlatego lepiej wczeœniej uporz¹dkowaæ ekwipunek. [n][n]
zts793e	Medal poszukiwacza przygód
zts794e	[G³ówny efekt] [n] Zwiêksza pojemnoœæ ka¿dego z ekwipunków o 4, w sumie 12, [n] Jeœli zastosujesz razem z Medalem Poszukiwacza Przygód zyskasz 32 miejsca [n] [Dodatkowy efekty] [n] Zwiêksza zdobywane doœwiadczenie o 15%, równie¿ o 15% zwiêksza iloœæ zdobywanych punktów profesji. [n] Doœwiadczenie zdobywane przez twojego zwierzaka i partnera tak¿e jest zwiêkszone o 15%. (Jeœli u¿yjesz Medal Poszukiwacza Przygód to wzroœnie o 30%) [n] [Uwaga] Gdy skoñczy siê czas nie mo¿esz zabraæ przedmiotów znajduj¹cych siê w dodatkowej przestrzeni,[n] dlatego lepiej wczeœniej uporz¹dkowaæ ekwipunek. [n][n]
zts795e	Autoprezentacja
zts796e	Mo¿esz siê przedstawiæ, maksymalnie 60 liter. [n] [Jak to dzia³a?] Kliknij dwa razy na "autoprezentacja" i wprowadŸ swoj¹ wiadomoœæ. [n] Aby sprawdziæ wiadomoœæ, [n] kliknij prawym na portrecie gracza [n][n]
zts797e	Ma³y specjalny eliksir
zts798e	Przywraca wszystkie P¯ [n] Dodatkowo zwiêksza PS o 30.000 [n][n]
zts799e	Œredni Specjalny Eliksir
zts800e	Przywraca wszystkie P¯ [n] Dodatkowo zwiêksza PS o 70.000 [n][n]
zts801e	Du¿y specjalny eliksir
zts802e	Przywraca wszystkie P¯ [n] Dodatkowo zwiêksza PS o 180.000 [n][n]
zts803e	Ostatnia czasoprzestrzeñ labiryntu
zts804e	Miejsce, w którym zab³¹dzi³ Radal [n] Poz.: 65-80 [n] Mo¿na natychmiast wejœæ. [n][n]
zts805e	Woda Ÿródlana z Cylloan
zts806e	Zadanie z okazji otwarcia NosMarketu
zts807e	Ozdobne balony
zts808e	Z³oty dzwoneczek
zts809e	Pozwala schwytaæ Krzakogona z prawdopodobieñstwem 100%.[n]Aby u¿yæ dzwonek nie musisz wczeœniej zraniæ zwierzaka, 50% P¯.[n][n]
zts810e	Srebrny dzwoneczek
zts811e	Pozwala schwytaæ Krzakogona z prawdopodobieñstwem 50%.[n]Aby u¿yæ dzwonek nie musisz wczeœniej zraniæ zwierzaka, 50% P¯.[n][n]
zts812e	Pieczêæ Matki Kostki
zts813e	Rozpocznij Rajd Matki Cuby [n] w Placu Galaretek w S³onecznych £¹kach. [n] Poziom:30-49 [n] [Instrukcja] Gracz zostaje dowódc¹ dru¿yny. [n] Jak dowódca kliknij na inn¹ postaæ i u¿yj przycisku 'Zaproszenie'.[n] Gdy zakoñczycie wszystkie przygotowania udaj siê do wejœcia rajdu. [n] Gdy dowódca dru¿yny wejdzie do rajdu reszta pod¹¿a automatycznie.[n] [Uwaga] Postacie o wy¿szym poziomie od zalecanego mog¹ wzi¹æ udzia³ w rajdzie,[n] jednak¿e otrzymuj¹ kare.[n] (¯ycie nie wzrasta, brak skrzyni skarbów nawet, gdy rajd zakoñczy siê powodzeniem) [n][n]
zts814e	Pieczêæ ¯eñ-szenia
zts815e	Rozpocznij rajd ¿eñ-szenia[n]na Farmie ¯eñ-szenia[n]przy Posterunku Fernon.[n]Zalecany poziom: 40-59 [n] [Instrukcja] Gracz zostaje liderem dru¿yny.[n]Jako lider kliknij na inn¹ postaæ[n] i u¿yj przycisku „Dru¿yna”.[n]Gdy zakoñczone zostan¹ wszystkie przygotowania, udaj siê do wejœcia rajdu.[n]Gdy lider dru¿yny wejdzie do rajdu,[n]inni pod¹¿y za nim automatycznie.[n][Uwaga][n]Postacie o wy¿szym poziomie od zalecanego[n]mog¹ wzi¹æ udzia³ w rajdzie,[n] jednak¿e otrzymaj¹ karê.[n](Brak dodatkowych serc i pude³ek rajdu nawet, gdy rajd zakoñczy siê powodzeniem)[n][n]
